252,252.0,1
246,279.0,1
47,252.0,1
333,337.0,1
132,279.0,1
277,279.0,1
313,253.0,1
47,252.0,1
223,252.0,1
368,339.0,1
85,253.0,1
309,309.0,1
104,252.0,1
145,279.0,1
216,279.0,1
134,252.0,1
231,253.0,1
200,253.0,1
482,396.0,1
483,396.0,1
427,396.0,1
219,279.0,1
339,339.0,1
285,253.0,1
250,279.0,1
109,253.0,1
276,279.0,1
287,253.0,1
308,308.0,1
104,252.0,1
106,252.0,1
199,253.0,1
278,279.0,1
76,252.0,1
274,279.0,1
344,339.0,1
195,253.0,1
315,253.0,1
140,253.0,1
369,339.0,1
249,279.0,1
279,279.0,1
200,253.0,1
337,337.0,1
254,253.0,1
421,396.0,1
170,253.0,1
337,337.0,1
305,308.0,1
281,252.0,1
283,253.0,1
310,310.0,1
338,338.0,1
200,253.0,1
227,253.0,1
143,253.0,1
342,339.0,1
133,252.0,1
308,308.0,1
423,396.0,1
334,337.0,1
186,279.0,1
338,338.0,1
310,310.0,1
308,308.0,1
171,253.0,1
257,253.0,1
85,253.0,1
221,279.0,1
26,253.0,1
165,252.0,1
344,339.0,1
246,279.0,1
338,338.0,1
244,279.0,1
279,279.0,1
228,253.0,1
275,279.0,1
46,252.0,1
274,279.0,1
396,396.0,1
361,337.0,1
187,279.0,1
137,253.0,1
394,396.0,1
339,339.0,1
307,308.0,1
230,253.0,1
81,253.0,1
393,337.0,1
310,310.0,1
227,253.0,1
256,253.0,1
246,279.0,1
512,396.0,1
136,252.0,1
507,396.0,1
303,308.0,1
224,253.0,1
48,252.0,1
287,253.0,1
45,252.0,1
424,396.0,1
512,396.0,1
199,253.0,1
365,337.0,1
286,253.0,1
248,279.0,1
249,279.0,1
449,396.0,1
256,253.0,1
425,396.0,1
113,253.0,1
224,253.0,1
163,252.0,1
56,253.0,1
426,396.0,1
134,252.0,1
393,337.0,1
304,308.0,1
568,396.0,1
283,253.0,1
247,279.0,1
288,253.0,1
288,253.0,1
287,253.0,1
197,253.0,1
455,396.0,1
56,253.0,1
279,279.0,1
340,339.0,1
368,339.0,1
259,253.0,1
310,310.0,1
337,337.0,1
201,253.0,1
335,337.0,1
219,279.0,1
192,252.0,1
227,253.0,1
222,252.0,1
395,396.0,1
333,337.0,1
334,337.0,1
258,253.0,1
260,253.0,1
224,253.0,1
167,253.0,1
225,253.0,1
145,279.0,1
221,279.0,1
138,253.0,1
335,337.0,1
220,279.0,1
390,337.0,1
334,337.0,1
168,253.0,1
145,279.0,1
254,253.0,1
18,252.0,1
336,337.0,1
