,start_time,end_time,duration,start_latitude,start_longitude,end_latitude,end_longitude,driving_distance,start_year,end_year,year,start_month,end_month,month,start_day,end_day,day,start_hour,end_hour,start_weekday,end_weekday,start_daytype,end_daytype,geometry,date,daytype,city,euclidean_distance,hour,random_seconds_start,random_seconds_end,random_seconds_pos,ia_timeout,avg_speed,avg_speed_kmh,origin_id,destination_id,origin_i,origin_j,destination_i,destination_j
8680,2019-02-21 07:21:31.293809-05:00,2019-02-21 07:25:12.787809-05:00,221.494,38.212,-85.757,38.225,-85.752,1673.36,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.75700000000001 38.212, -85.752 38.225)",2019-02-21,weekday,Louisville,1510.0886356064016,12,-508.70619058154585,-287.21219067543996,297.6504311165574,30.471393,7.554877333020307,27.197558398873106,108.0,76.0,12.0,6.0,12.0,4.0
8679,2019-02-21 07:25:29.123305-05:00,2019-02-21 07:42:11.247975-05:00,1002.12467,38.22,-85.758,38.216,-85.757,1641.18,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.758 38.22, -85.75700000000001 38.216)",2019-02-21,weekday,Louisville,453.2781184726817,12,-270.87669521857674,-168.75202508594873,431.43525552487785,198.34027,1.6377004270336943,5.895721537321299,60.0,60.0,12.0,3.0,12.0,3.0
8673,2019-02-21 07:27:12.116566-05:00,2019-02-21 07:31:45.638736-05:00,273.52217,38.221,-85.763,38.225,-85.768,724.0500000000001,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.768 38.225)",2019-02-21,weekday,Louisville,623.3814217328868,12,732.116566230246,673.8184270718791,273.5221697058445,100.398235,2.6471345997291555,9.529684559024961,66.0,67.0,2.0,4.0,3.0,4.0
8667,2019-02-21 07:27:32.802519-05:00,2019-02-21 07:31:34.692046-05:00,241.889527,38.214,-85.752,38.211,-85.748,466.61,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.752 38.214, -85.748 38.211)",2019-02-21,weekday,Louisville,483.1255638114403,12,752.8025185111749,-454.7687488784717,241.8895272283328,20.685953,1.9290210939971784,6.944475938389842,60.0,60.0,12.0,3.0,12.0,3.0
8670,2019-02-21 07:29:16.732339-05:00,2019-02-21 07:34:41.076688-05:00,324.344349,38.221,-85.761,38.229,-85.76,965.4,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.761 38.221, -85.76000000000001 38.229)",2019-02-21,weekday,Louisville,893.8380984908451,12,856.7323386986122,281.0766882278333,411.2874872870027,85.27535,2.976466224789999,10.715278409243997,66.0,66.0,2.0,4.0,2.0,4.0
8677,2019-02-21 07:29:24.987697-05:00,2019-02-21 07:39:47.607008-05:00,622.619311,38.219,-85.754,38.213,-85.761,1287.2,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.754 38.219, -85.761 38.213)",2019-02-21,weekday,Louisville,905.0452910605877,12,-35.01230346887462,-312.39299157303367,229.51526119652746,8.255358,2.0673949189475107,7.442621708211039,74.0,60.0,10.0,4.0,12.0,3.0
8685,2019-02-21 07:33:44.172801-05:00,2019-02-21 08:14:35.851514-05:00,2451.678713,38.214,-85.76,38.218,-85.758,1013.67,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.76000000000001 38.214, -85.758 38.218)",2019-02-21,weekday,Louisville,477.86915239492583,12,-675.8271992649829,875.8515141609182,175.15452050403366,259.185104,0.41345955920938,1.488454413153768,107.0,91.0,11.0,6.0,11.0,5.0
8689,2019-02-21 07:34:05.068260-05:00,2019-02-21 07:50:34.388905-05:00,989.320645,38.215,-85.761,38.226,-85.747,1448.1,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.761 38.215, -85.747 38.226)",2019-02-21,weekday,Louisville,1729.7004680745974,12,-654.9317403986831,-565.6110949019479,142.4384600142763,20.895459,1.463731710561847,5.26943415802265,72.0,72.0,8.0,4.0,8.0,4.0
8695,2019-02-21 07:34:08.359344-05:00,2019-02-21 07:59:53.413859-05:00,1545.054515,38.219,-85.76,38.219,-85.754,337.89,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.76000000000001 38.219, -85.754 38.219)",2019-02-21,weekday,Louisville,524.1629508321568,12,-651.6406563976059,893.4138592013196,52.07877178210557,3.291084,0.21869131264924976,0.7872887255372991,73.0,74.0,9.0,4.0,10.0,4.0
8691,2019-02-21 07:35:24.622966-05:00,2019-02-21 07:56:48.963539-05:00,1284.340573,38.247,-85.769,38.246,-85.764,450.52,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.76900000000001 38.247, -85.764 38.246)",2019-02-21,weekday,Louisville,450.5734778656206,12,-575.3770340872527,708.963539262109,13.913114964458822,76.263622,0.3507792321375181,1.2628052356950652,74.0,75.0,10.0,4.0,11.0,4.0
8684,2019-02-21 07:35:26.757533-05:00,2019-02-21 07:52:24.815123-05:00,1018.05759,38.212,-85.755,38.214,-85.752,675.78,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.755 38.212, -85.752 38.214)",2019-02-21,weekday,Louisville,343.7372171837237,12,-573.2424665512794,444.81512250220226,64.12967455805277,2.134567,0.663793489325098,2.389656561570353,66.0,66.0,2.0,4.0,2.0,4.0
8694,2019-02-21 07:35:48.917295-05:00,2019-02-21 07:59:54.547880-05:00,1445.630585,38.221,-85.763,38.22,-85.767,1769.9,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.767 38.22)",2019-02-21,weekday,Louisville,366.70010282405815,12,-551.0827046910429,-5.452120033367237,169.0732832946339,22.159762,1.224310012782415,4.407516046016694,76.0,91.0,12.0,4.0,11.0,5.0
8690,2019-02-21 07:40:09.482862-05:00,2019-02-21 08:07:32.905607-05:00,1643.422745,38.226,-85.764,38.219,-85.761,772.3199999999999,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.764 38.226, -85.761 38.219)",2019-02-21,weekday,Louisville,821.2985846814015,12,-290.517138004417,452.90560723358044,299.96063495368185,260.565567,0.4699460332709463,1.6918057197754068,84.0,83.0,4.0,5.0,3.0,5.0
8688,2019-02-21 07:43:11.922853-05:00,2019-02-21 07:45:01.738113-05:00,109.81526,38.25,-85.755,38.253,-85.754,402.25,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.755 38.25, -85.754 38.253)",2019-02-21,weekday,Louisville,344.8243641649546,12,-108.07714666203128,-244.09226184585532,109.81526040976665,182.439991,3.6629699733898553,13.18669190420348,72.0,75.0,8.0,4.0,11.0,4.0
8675,2019-02-21 07:43:28.333442-05:00,2019-02-21 07:54:34.738963-05:00,666.405521,38.206,-85.764,38.214,-85.757,965.4,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.764 38.206, -85.75700000000001 38.214)",2019-02-21,weekday,Louisville,1079.5227549566619,12,808.3334420461863,574.738962533243,257.4539798179122,16.410589,1.4486674698482878,5.215202891453836,75.0,75.0,11.0,4.0,11.0,4.0
8692,2019-02-21 07:44:41.158334-05:00,2019-02-21 08:10:59.789578-05:00,1578.631244,38.22,-85.768,38.216,-85.761,579.24,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.768 38.22, -85.761 38.216)",2019-02-21,weekday,Louisville,756.174706674727,12,-18.841665637739425,659.7895777281706,281.25919940323456,72.824892,0.3669254629297075,1.320931666546947,75.0,76.0,11.0,4.0,12.0,4.0
8693,2019-02-21 07:47:52.317243-05:00,2019-02-21 07:54:28.378185-05:00,396.060942,38.222,-85.763,38.22,-85.758,434.43,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.76300000000001 38.222, -85.758 38.22)",2019-02-21,weekday,Louisville,490.1460454749844,12,172.31724283054996,568.3781845539731,22.22316104594938,191.158909,1.096876651876468,3.948755946755285,57.0,57.0,9.0,3.0,9.0,3.0
8686,2019-02-21 07:48:09.231593-05:00,2019-02-21 07:52:59.830422-05:00,290.598829,38.22,-85.758,38.225,-85.761,852.7700000000001,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.758 38.22, -85.761 38.225)",2019-02-21,weekday,Louisville,614.6445185991473,12,189.23159279565107,37.248641164023525,290.5988285967694,16.91435,2.9345266219224855,10.564295838920948,58.0,74.0,10.0,3.0,10.0,4.0
8698,2019-02-21 07:52:15.721183-05:00,2019-02-21 08:09:34.021790-05:00,1038.300607,38.212,-85.756,38.204,-85.759,659.6899999999999,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.756 38.212, -85.759 38.204)",2019-02-21,weekday,Louisville,927.374474701461,13,-464.2788170280326,574.0217901680439,446.36627264247943,246.48959,0.6353554987375636,2.287279795455229,90.0,90.0,10.0,5.0,10.0,5.0
8687,2019-02-21 07:52:54.019526-05:00,2019-02-21 08:14:54.116950-05:00,1320.097424,38.218,-85.763,38.214,-85.766,724.0500000000001,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.76300000000001 38.218, -85.76600000000001 38.214)",2019-02-21,weekday,Louisville,516.2570591183008,12,474.01952633138103,894.1169502688583,111.97029336486378,38.298343,0.5484822459588408,1.9745360854518268,83.0,82.0,3.0,5.0,2.0,5.0
8702,2019-02-21 07:54:02.124389-05:00,2019-02-21 08:04:37.470949-05:00,635.34656,38.212,-85.756,38.204,-85.758,1094.12,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.756 38.212, -85.758 38.204)",2019-02-21,weekday,Louisville,906.5608647217574,13,-357.87561093344084,277.47094850180156,431.22503746814505,60.032257,1.7220837710996657,6.199501575958797,74.0,76.0,10.0,4.0,12.0,4.0
8696,2019-02-21 07:54:12.722821-05:00,2019-02-21 07:59:09.570958-05:00,296.848137,38.217,-85.762,38.225,-85.763,820.59,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.217, -85.76300000000001 38.225)",2019-02-21,weekday,Louisville,893.838567900621,12,552.7228206195,-630.1369105126237,296.84813674560735,10.598432,2.7643427656074526,9.95163395618683,91.0,91.0,11.0,5.0,11.0,5.0
8704,2019-02-21 07:56:09.367170-05:00,2019-02-21 08:06:01.504708-05:00,592.137538,38.221,-85.762,38.219,-85.759,500.0,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.221, -85.759 38.219)",2019-02-21,weekday,Louisville,343.71799278651577,13,-230.63283030374453,361.50470800976314,113.6231894284347,116.644349,0.8443984174501027,3.0398343028203696,90.0,75.0,10.0,5.0,11.0,4.0
8683,2019-02-21 07:56:40.087127-05:00,2019-02-21 08:01:28.122491-05:00,288.035364,38.216,-85.757,38.209,-85.764,1158.48,2019,2019,2019,2,2,2,21,21,21,12,12,Thu,Thu,weekday,weekday,"LINESTRING (-85.75700000000001 38.216, -85.764 38.209)",2019-02-21,weekday,Louisville,989.8883809474684,12,700.0871271825415,-448.5341248370695,288.0353644631447,30.719957,4.022006131163811,14.47922207218972,89.0,89.0,9.0,5.0,9.0,5.0
8697,2019-02-21 07:56:58.955500-05:00,2019-02-21 08:12:22.614098-05:00,923.658598,38.227,-85.742,38.226,-85.731,1255.02,2019,2019,2019,2,2,2,21,21,21,12,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.742 38.227, -85.73099999999999 38.226)",2019-02-21,weekday,Louisville,967.2788882972733,12,718.9555001470442,742.6140980543946,284.0972060078902,18.868373,1.3587487873955784,4.891495634624082,76.0,78.0,12.0,4.0,14.0,4.0
8703,2019-02-21 07:57:17.990022-05:00,2019-02-21 08:09:26.783769-05:00,728.793747,38.227,-85.76,38.253,-85.757,3105.37,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.76000000000001 38.227, -85.75700000000001 38.253)",2019-02-21,weekday,Louisville,2902.916078927688,13,-162.00997787857807,-333.21623138129587,197.4221546528004,19.034522,4.260972343386475,15.339500436191308,59.0,58.0,11.0,3.0,10.0,3.0
8700,2019-02-21 08:00:16.390245-05:00,2019-02-21 08:03:47.857103-05:00,211.466858,38.22,-85.758,38.221,-85.754,500.0,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.758 38.22, -85.754 38.221)",2019-02-21,weekday,Louisville,366.7001028229991,13,16.39024523474359,-280.28322099168156,211.4668582543732,178.400223,2.364436700525432,8.511972121891555,74.0,61.0,10.0,4.0,13.0,3.0
8710,2019-02-21 08:03:14.685836-05:00,2019-02-21 08:29:47.294778-05:00,1592.608942,38.215,-85.756,38.205,-85.757,836.6800000000001,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.756 38.215, -85.75700000000001 38.205)",2019-02-21,weekday,Louisville,1115.3765797171593,13,-705.3141639422565,-12.705222435101291,420.13431681547087,99.872511,0.5253518160894516,1.8912665379220257,73.0,75.0,9.0,4.0,11.0,4.0
8713,2019-02-21 08:05:15.710997-05:00,2019-02-21 08:10:57.867206-05:00,342.156209,38.216,-85.746,38.205,-85.737,1512.4599999999998,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.746 38.216, -85.73699999999999 38.205)",2019-02-21,weekday,Louisville,1454.0998721225687,13,-584.2890025309431,-242.13279425486303,238.27419907141933,121.025161,4.420378646409423,15.913363127073923,75.0,91.0,11.0,4.0,11.0,5.0
8705,2019-02-21 08:07:55.690951-05:00,2019-02-21 08:13:00.979989-05:00,305.289038,38.22,-85.759,38.217,-85.762,498.79,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.759 38.22, -85.762 38.217)",2019-02-21,weekday,Louisville,424.2245268075194,13,475.69095059717665,347.4566908624165,305.28903846232885,159.979954,1.6338287259433142,5.881783413395931,76.0,108.0,12.0,4.0,12.0,6.0
8707,2019-02-21 08:10:19.039008-05:00,2019-02-21 08:21:42.104366-05:00,683.065358,38.226,-85.731,38.227,-85.742,1415.92,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.73099999999999 38.226, -85.742 38.227)",2019-02-21,weekday,Louisville,967.2788882972733,13,619.0390083925395,402.10436643660546,446.0423600495222,142.326286,2.072890951673764,7.462407426025551,75.0,75.0,11.0,4.0,11.0,4.0
8706,2019-02-21 08:11:31.566225-05:00,2019-02-21 08:18:17.019867-05:00,405.453642,38.215,-85.763,38.216,-85.759,241.35,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.76300000000001 38.215, -85.759 38.216)",2019-02-21,weekday,Louisville,366.72298500873563,13,691.5662247681328,-54.419485094019365,405.45364223904147,72.527217,0.5952591739205539,2.1429330261139943,76.0,94.0,12.0,4.0,14.0,5.0
8709,2019-02-21 08:11:43.196149-05:00,2019-02-21 08:21:09.566206-05:00,566.370057,38.213,-85.76,38.209,-85.763,530.97,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.76000000000001 38.213, -85.76300000000001 38.209)",2019-02-21,weekday,Louisville,516.2662014757556,13,-196.80385101542083,369.5662064356857,374.38763774542497,11.629924,0.9374965950927735,3.3749877423339845,78.0,78.0,14.0,4.0,14.0,4.0
8711,2019-02-21 08:11:49.655994-05:00,2019-02-21 08:15:37.078143-05:00,227.422149,38.213,-85.761,38.209,-85.763,273.53000000000003,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.761 38.213, -85.76300000000001 38.209)",2019-02-21,weekday,Louisville,477.8735420913915,13,-190.34400593982946,-473.862207669832,227.42214927171813,6.459845,1.20274125102916,4.329868503704976,73.0,73.0,9.0,4.0,9.0,4.0
8715,2019-02-21 08:18:23.236115-05:00,2019-02-21 08:33:58.116052-05:00,934.879937,38.217,-85.759,38.217,-85.762,305.71,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.759 38.217, -85.762 38.217)",2019-02-21,weekday,Louisville,262.0886792617232,13,-696.7638850806572,238.11605216768066,292.8368487016393,393.580121,0.3270045573777245,1.1772164065598083,74.0,91.0,10.0,4.0,11.0,5.0
8716,2019-02-21 08:24:57.806697-05:00,2019-02-21 08:29:59.413562-05:00,301.606865,38.216,-85.759,38.203,-85.759,1737.72,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.759 38.216, -85.759 38.203)",2019-02-21,weekday,Louisville,1445.5340463790321,13,-302.1933028458859,-654.3990957614456,301.60686459485015,206.499846,5.7615399437277395,20.74154379741986,73.0,121.0,9.0,4.0,9.0,7.0
8712,2019-02-21 08:25:13.226474-05:00,2019-02-21 08:26:48.637716-05:00,95.411242,38.227,-85.706,38.231,-85.709,16.09,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.706 38.227, -85.709 38.231)",2019-02-21,weekday,Louisville,516.2332864243532,13,613.2264736191235,708.6377164287785,179.54549792192432,15.419777,0.16863840845924635,0.6070982704532869,73.0,73.0,9.0,4.0,9.0,4.0
8720,2019-02-21 08:32:45.929580-05:00,2019-02-21 08:55:45.233387-05:00,1379.303807,38.217,-85.762,38.218,-85.756,740.14,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.217, -85.756 38.218)",2019-02-21,weekday,Louisville,535.8380714436449,13,-734.0704198060588,645.233387310104,87.60199040640664,452.703106,0.5366040434629207,1.9317745564665145,99.0,99.0,3.0,6.0,3.0,6.0
8723,2019-02-21 08:35:38.461898-05:00,2019-02-21 08:38:02.700133-05:00,144.238235,38.225,-85.762,38.217,-85.757,997.58,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.225, -85.75700000000001 38.217)",2019-02-21,weekday,Louisville,991.0105184879309,13,-561.5381015564066,-417.2998667509644,431.1753496610776,172.532318,6.9161966658840495,24.898307997182577,66.0,67.0,2.0,4.0,3.0,4.0
8725,2019-02-21 08:38:50.738582-05:00,2019-02-21 09:04:26.557323-05:00,1535.818741,38.219,-85.759,38.219,-85.762,337.89,2019,2019,2019,2,2,2,21,21,21,13,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.759 38.219, -85.762 38.219)",2019-02-21,weekday,Louisville,262.08147545101053,13,-369.26141767778915,266.5573233764062,387.0937413025059,165.17902,0.22000643108443485,0.7920231519039654,68.0,68.0,4.0,4.0,4.0,4.0
8724,2019-02-21 08:46:06.612130-05:00,2019-02-21 08:55:38.753433-05:00,572.141303,38.217,-85.761,38.217,-85.756,1432.01,2019,2019,2019,2,2,2,21,21,21,13,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.761 38.217, -85.756 38.217)",2019-02-21,weekday,Louisville,436.81446540040304,13,66.61213011711664,-261.2465668715897,369.6763172989733,435.873548,2.5028956876409953,9.010424475507584,93.0,76.0,13.0,5.0,12.0,4.0
8727,2019-02-21 08:48:17.087347-05:00,2019-02-21 09:25:06.165707-05:00,2209.07836,38.216,-85.757,38.221,-85.756,402.25,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.75700000000001 38.216, -85.756 38.221)",2019-02-21,weekday,Louisville,562.7963692087432,14,-702.912653307198,606.1657074721438,207.37051252944758,130.475217,0.18208951175457624,0.6555222423164745,233.0,182.0,9.0,14.0,6.0,11.0
8721,2019-02-21 08:48:54.653417-05:00,2019-02-21 08:54:49.545631-05:00,354.892214,38.212,-85.752,38.214,-85.754,500.0,2019,2019,2019,2,2,2,21,21,21,13,13,Thu,Thu,weekday,weekday,"LINESTRING (-85.752 38.212, -85.754 38.214)",2019-02-21,weekday,Louisville,282.82451020520676,13,234.6534174070423,-848.509110161326,354.8922136697514,37.56607,1.4088784714786668,5.0719624973232005,99.0,87.0,3.0,6.0,7.0,5.0
8734,2019-02-21 08:52:33.460595-05:00,2019-02-21 09:04:44.810534-05:00,731.349939,38.217,-85.762,38.216,-85.758,498.79,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.217, -85.758 38.216)",2019-02-21,weekday,Louisville,366.71840876310864,14,-446.5394054515079,284.81053359482917,157.80096354210346,218.807178,0.6820127730946595,2.4552459831407742,91.0,91.0,11.0,5.0,11.0,5.0
8733,2019-02-21 08:52:42.764964-05:00,2019-02-21 09:13:35.300343-05:00,1252.535379,38.225,-85.768,38.221,-85.763,1061.94,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.768 38.225, -85.76300000000001 38.221)",2019-02-21,weekday,Louisville,623.3814217328868,14,-437.23503597728546,-84.69965740032251,134.85564958617033,9.304369,0.8478323389538366,3.0521964202338117,74.0,76.0,10.0,4.0,12.0,4.0
8726,2019-02-21 08:56:17.552206-05:00,2019-02-21 09:02:15.496978-05:00,357.944772,38.217,-85.755,38.213,-85.752,530.97,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.755 38.217, -85.752 38.213)",2019-02-21,weekday,Louisville,516.258887632698,14,-222.44779371318361,-396.03636053786516,357.9447718592053,112.955959,1.4833852636909026,5.34018694928725,108.0,180.0,12.0,6.0,4.0,11.0
8742,2019-02-21 09:03:13.074156-05:00,2019-02-21 09:32:35.616333-05:00,1762.542177,38.216,-85.708,38.227,-85.755,5486.6900000000005,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.708 38.216, -85.755 38.227)",2019-02-21,weekday,Louisville,4284.12086066358,14,-706.925844296283,155.61633258726874,196.45722440281892,319.105712,3.1129411094938018,11.206587994177687,74.0,91.0,10.0,4.0,11.0,5.0
8744,2019-02-21 09:06:19.080529-05:00,2019-02-21 09:28:57.204596-05:00,1358.124067,38.205,-85.762,38.218,-85.763,1753.8100000000002,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.205, -85.76300000000001 38.218)",2019-02-21,weekday,Louisville,1448.171988400798,14,-520.9194713720677,-62.795403722771766,437.7933323865133,186.006373,1.291347412666092,4.648850685597932,74.0,75.0,10.0,4.0,11.0,4.0
8738,2019-02-21 09:06:56.928986-05:00,2019-02-21 09:41:30.432946-05:00,2073.50396,38.231,-85.702,38.231,-85.705,2107.79,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.702 38.231, -85.705 38.231)",2019-02-21,weekday,Louisville,262.0382458809369,14,-483.07101437940906,-209.5670536370376,211.97747792090942,37.848457,1.0165353144538967,3.659527132034028,91.0,108.0,11.0,5.0,12.0,6.0
8731,2019-02-21 09:07:22.769404-05:00,2019-02-21 09:09:03.265987-05:00,100.496583,38.215,-85.759,38.218,-85.756,563.15,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.759 38.215, -85.756 38.218)",2019-02-21,weekday,Louisville,424.2289772648233,14,442.76940426791407,-176.6326047292372,100.49658340173912,25.840418,5.603673111950482,20.173223203021738,91.0,75.0,11.0,5.0,11.0,4.0
8729,2019-02-21 09:08:19.056464-05:00,2019-02-21 09:10:55.087954-05:00,156.03149,38.213,-85.762,38.214,-85.766,1094.12,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.213, -85.76600000000001 38.214)",2019-02-21,weekday,Louisville,366.73213721301323,14,499.0564642931745,338.77921025322667,156.0314896316324,30.964197,7.012174273282912,25.243827383818484,74.0,74.0,10.0,4.0,10.0,4.0
8745,2019-02-21 09:09:19.107546-05:00,2019-02-21 09:17:26.435329-05:00,487.327783,38.22,-85.758,38.204,-85.758,1995.16,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.758 38.22, -85.758 38.204)",2019-02-21,weekday,Louisville,1779.1188263132533,14,-340.8924535189185,-753.5646713184385,356.16354959978787,60.051082,4.094082196007282,14.738695905626214,78.0,77.0,14.0,4.0,13.0,4.0
8735,2019-02-21 09:12:29.997288-05:00,2019-02-21 09:18:22.365174-05:00,352.367886,38.247,-85.754,38.235,-85.754,1753.8100000000002,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.754 38.247, -85.754 38.235)",2019-02-21,weekday,Louisville,1334.3391197347635,14,-150.00271210607775,202.36517389545838,54.782526175039614,50.817613,4.977212934779193,17.917966565205095,74.0,75.0,10.0,4.0,11.0,4.0
8748,2019-02-21 09:13:52.409523-05:00,2019-02-21 09:17:15.504922-05:00,203.095399,38.217,-85.762,38.213,-85.76,756.2299999999999,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.762 38.217, -85.76000000000001 38.213)",2019-02-21,weekday,Louisville,477.8700303507816,14,-67.59047735808224,-68.68653781518856,203.0953985660533,82.412235,3.7235210828188183,13.404675898147746,72.0,86.0,8.0,4.0,6.0,5.0
8749,2019-02-21 09:15:51.886246-05:00,2019-02-21 09:56:47.327501-05:00,2455.441255,38.218,-85.759,38.215,-85.76,353.98,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.759 38.218, -85.76000000000001 38.215)",2019-02-21,weekday,Louisville,344.8350118193961,14,-848.1137540266348,707.3275005387964,0.9395430521888237,56.228163,0.14416146152109838,0.5189812614759541,148.0,166.0,4.0,9.0,6.0,10.0
8758,2019-02-21 09:17:05.622768-05:00,2019-02-21 10:04:51.018986-05:00,2865.396218,38.221,-85.763,38.219,-85.762,500.0,2019,2019,2019,2,2,2,21,21,21,14,15,Thu,Thu,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.762 38.219)",2019-02-21,weekday,Louisville,238.93282025045514,14,-774.3772324805204,291.0189858561437,317.5770296351635,71.427258,0.1744959377202612,0.6281853757929403,75.0,74.0,11.0,4.0,10.0,4.0
8743,2019-02-21 09:19:44.816083-05:00,2019-02-21 09:26:37.337979-05:00,412.521896,38.218,-85.756,38.222,-85.761,3105.37,2019,2019,2019,2,2,2,21,21,21,14,14,Thu,Thu,weekday,weekday,"LINESTRING (-85.756 38.218, -85.761 38.222)",2019-02-21,weekday,Louisville,623.3940413985026,14,284.8160833470074,-672.3571307751804,412.5218957979399,99.379267,7.5277701138074855,27.099972409706947,74.0,75.0,10.0,4.0,11.0,4.0
