,start_time,end_time,duration,start_latitude,start_longitude,end_latitude,end_longitude,driving_distance,start_year,end_year,year,start_month,end_month,month,start_day,end_day,day,start_hour,end_hour,start_weekday,end_weekday,start_daytype,end_daytype,geometry,date,daytype,city,euclidean_distance,hour,random_seconds_start,random_seconds_end,random_seconds_pos,ia_timeout,avg_speed,avg_speed_kmh,origin_id,destination_id,origin_i,origin_j,destination_i,destination_j
462,2019-02-02 08:22:24.584968-05:00,2019-02-02 08:38:45.094438-05:00,980.50947,38.248,-85.734,38.256,-85.752,2703.12,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.73399999999999 38.248, -85.752 38.256)",2019-02-02,weekend,Louisville,1806.0436968443003,13,444.58496762817686,-374.90556244780953,73.95659601460255,61.742786,2.7568525166819655,9.924669060055075,83.0,84.0,3.0,5.0,4.0,5.0
451,2019-02-02 08:22:44.465098-05:00,2019-02-02 08:29:56.665000-05:00,432.199902,38.218,-85.762,38.213,-85.762,675.78,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.762 38.218, -85.762 38.213)",2019-02-02,weekend,Louisville,555.9746332234664,13,464.4650978126833,-3.335000141849605,283.4520019161858,10.137169,1.5635820296877345,5.628895306875845,133.0,133.0,5.0,8.0,5.0,8.0
470,2019-02-02 08:22:52.939867-05:00,2019-02-02 08:29:17.706970-05:00,384.767103,38.24,-85.754,38.254,-85.749,1882.53,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.754 38.24, -85.749 38.254)",2019-02-02,weekend,Louisville,1616.8038276551558,13,472.9398673969581,-773.0741695402274,384.76710277060147,8.474769,4.892648007904147,17.61353282845493,71.0,120.0,7.0,4.0,8.0,7.0
447,2019-02-02 08:26:01.173724-05:00,2019-02-02 08:40:05.821572-05:00,844.647848,38.258,-85.742,38.226,-85.758,4054.68,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.742 38.258, -85.758 38.226)",2019-02-02,weekend,Louisville,3822.770559363786,13,661.173723984451,605.8215716476827,328.14400779724247,92.091002,4.8004384426017035,17.281578393366132,75.0,90.0,11.0,4.0,10.0,5.0
452,2019-02-02 08:26:09.495355-05:00,2019-02-02 08:31:39.568996-05:00,330.073641,38.244,-85.755,38.227,-85.763,2220.42,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.755 38.244, -85.76300000000001 38.227)",2019-02-02,weekend,Louisville,2015.3171671379596,13,669.4953549775923,-790.7708354288097,330.0736412152489,8.321631,6.727044284035998,24.217359422529594,67.0,67.0,3.0,4.0,3.0,4.0
476,2019-02-02 08:26:20.398660-05:00,2019-02-02 08:31:34.233991-05:00,313.835331,38.255,-85.744,38.254,-85.749,788.41,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.749 38.254)",2019-02-02,weekend,Louisville,450.5269045158473,13,-219.6013399971257,-805.766008914398,91.34706156889584,10.903305,2.512177317600994,9.043838343363579,99.0,83.0,3.0,6.0,3.0,5.0
461,2019-02-02 08:28:05.302766-05:00,2019-02-02 08:43:23.165667-05:00,917.862901,38.254,-85.757,38.254,-85.762,547.0600000000001,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.254, -85.762 38.254)",2019-02-02,weekend,Louisville,436.5922617627104,13,785.3027657208097,803.1656668885225,442.3727655367478,104.904106,0.59601493796512,2.1456537766744317,99.0,99.0,3.0,6.0,3.0,6.0
478,2019-02-02 08:28:39.099742-05:00,2019-02-02 08:35:51.673889-05:00,432.574147,38.255,-85.74,38.256,-85.751,1045.85,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.255, -85.751 38.256)",2019-02-02,weekend,Louisville,966.8982318774242,13,-80.90025791630012,-492.43647329229935,432.574146863794,33.796976,2.417735796864439,8.70384886871198,84.0,82.0,4.0,5.0,2.0,5.0
496,2019-02-02 08:30:47.557734-05:00,2019-02-02 08:52:55.736387-05:00,1328.178653,38.255,-85.744,38.256,-85.735,965.4,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.735 38.256)",2019-02-02,weekend,Louisville,793.6777035618256,13,-852.4422657175078,475.73638655596073,260.9872059879165,115.063659,0.7268600483974199,2.6166961742307118,147.0,99.0,3.0,9.0,3.0,6.0
481,2019-02-02 08:31:45.972118-05:00,2019-02-02 08:41:29.621719-05:00,583.649601,38.219,-85.762,38.225,-85.768,1255.02,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.762 38.219, -85.768 38.225)",2019-02-02,weekend,Louisville,848.4334760649634,13,105.97211771525735,689.6217191010344,138.0409017720174,58.414384,2.1502970238473615,7.741069285850502,83.0,83.0,3.0,5.0,3.0,5.0
488,2019-02-02 08:32:20.559565-05:00,2019-02-02 08:56:38.804361-05:00,1458.244796,38.226,-85.765,38.219,-85.762,804.5,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.765 38.226, -85.762 38.219)",2019-02-02,weekend,Louisville,821.298584681047,13,-759.4404345616776,698.8043610373497,216.9557674686139,34.587447,0.5516906367207773,1.9860862921947984,82.0,82.0,2.0,5.0,2.0,5.0
475,2019-02-02 08:37:28.758464-05:00,2019-02-02 08:39:46.811476-05:00,138.053012,38.255,-85.74,38.256,-85.752,1045.85,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.255, -85.752 38.256)",2019-02-02,weekend,Louisville,1053.6834104989766,13,448.758464318488,586.8114757409473,120.13902546494214,308.198899,7.57571301667797,27.27256686004069,167.0,136.0,7.0,10.0,8.0,8.0
477,2019-02-02 08:37:36.379865-05:00,2019-02-02 09:00:41.665684-05:00,1385.285819,38.253,-85.736,38.253,-85.74,4102.95,2019,2019,2019,2,2,2,2,2,2,13,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.736 38.253, -85.73999999999999 38.253)",2019-02-02,weekend,Louisville,349.2786157430167,13,456.3798646978096,-858.3343156617445,210.42583024737394,7.621401,2.9618075517165168,10.662507186179461,84.0,84.0,4.0,5.0,4.0,5.0
483,2019-02-02 08:39:20.297454-05:00,2019-02-02 08:57:09.611411-05:00,1069.313957,38.247,-85.743,38.256,-85.752,1592.91,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.74299999999999 38.247, -85.752 38.256)",2019-02-02,weekend,Louisville,1272.4532286612507,13,560.2974538782582,729.6114105320557,82.53799141310141,103.917589,1.489656044955186,5.36276176183867,68.0,83.0,4.0,4.0,3.0,5.0
485,2019-02-02 08:40:57.408871-05:00,2019-02-02 08:47:29.728717-05:00,392.319846,38.211,-85.763,38.219,-85.763,1190.66,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.211, -85.76300000000001 38.219)",2019-02-02,weekend,Louisville,889.5594131569804,13,-242.59112863697783,149.7287174273365,426.4772464998073,20.598442,3.034921664401347,10.92571799184485,83.0,83.0,3.0,5.0,3.0,5.0
494,2019-02-02 08:42:00.261039-05:00,2019-02-02 09:06:18.385844-05:00,1458.124805,38.249,-85.738,38.239,-85.727,2767.48,2019,2019,2019,2,2,2,2,2,2,13,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.738 38.249, -85.727 38.239)",2019-02-02,weekend,Louisville,1469.4390184682973,13,-179.73896054830016,-521.6141561988404,374.4361619274237,62.852168,1.8979719640665464,6.832699070639567,83.0,85.0,3.0,5.0,5.0,5.0
498,2019-02-02 08:42:16.711774-05:00,2019-02-02 08:47:25.466171-05:00,308.754397,38.226,-85.755,38.221,-85.761,1061.94,2019,2019,2019,2,2,2,2,2,2,13,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.755 38.226, -85.761 38.221)",2019-02-02,weekend,Louisville,764.0815441956458,13,-163.28822597151225,-754.5338293566986,182.9331959668654,16.450735,3.43943279939751,12.381958077831037,83.0,83.0,3.0,5.0,3.0,5.0
500,2019-02-02 08:42:58.297979-05:00,2019-02-02 08:47:12.162081-05:00,253.864102,38.255,-85.744,38.254,-85.751,1785.9900000000002,2019,2019,2019,2,2,2,2,2,2,13,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.751 38.254)",2019-02-02,weekend,Louisville,621.2570034919919,13,-121.70202101725386,-767.8379193937476,85.80238044959972,17.187228,7.0352207576004595,25.326794727361655,67.0,82.0,3.0,4.0,2.0,5.0
493,2019-02-02 08:43:21.144397-05:00,2019-02-02 08:53:21.095087-05:00,599.95069,38.219,-85.754,38.203,-85.761,2204.3300000000004,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.754 38.219, -85.761 38.203)",2019-02-02,weekend,Louisville,1881.3045854781144,13,-98.85560316580802,501.09508667469095,347.4001591877697,22.846418,3.674185290127761,13.22706704445994,83.0,82.0,3.0,5.0,2.0,5.0
490,2019-02-02 08:43:34.364058-05:00,2019-02-02 08:58:44.986245-05:00,910.622187,38.255,-85.741,38.254,-85.751,1802.08,2019,2019,2019,2,2,2,2,2,2,13,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.741 38.255, -85.751 38.254)",2019-02-02,weekend,Louisville,880.2301012115188,13,-85.63594224887174,-75.0137548465085,199.43073781424332,13.219661,1.9789546375285054,7.12423669510262,68.0,83.0,4.0,4.0,3.0,5.0
511,2019-02-02 08:46:27.564518-05:00,2019-02-02 09:40:03.906798-05:00,3216.34228,38.256,-85.744,38.256,-85.763,1898.62,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.256, -85.76300000000001 38.256)",2019-02-02,weekend,Louisville,1659.0049304447612,14,-812.4354819761187,603.9067975049084,223.9187029987331,8.435317,0.5903040891530985,2.1250947209511546,68.0,68.0,4.0,4.0,4.0,4.0
491,2019-02-02 08:48:45.550509-05:00,2019-02-02 08:54:44.860977-05:00,359.310468,38.243,-85.73,38.233,-85.711,2445.68,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.73 38.243, -85.711 38.233)",2019-02-02,weekend,Louisville,1997.5214608933802,13,225.55050949464453,-542.6306190591852,359.31046807850197,137.985991,6.806592676281282,24.503733634612615,100.0,148.0,4.0,6.0,4.0,9.0
503,2019-02-02 08:49:55.413552-05:00,2019-02-02 09:30:00.323507-05:00,2404.909955,38.248,-85.758,38.255,-85.755,3765.06,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.758 38.248, -85.755 38.255)",2019-02-02,weekend,Louisville,821.2652459028327,14,-604.586448188531,-899.6764934643503,316.90692878386227,69.863043,1.5655721297057876,5.636059666940835,131.0,131.0,3.0,8.0,3.0,8.0
514,2019-02-02 08:50:14.731375-05:00,2019-02-02 09:30:15.222490-05:00,2400.491115,38.248,-85.758,38.253,-85.74,3362.81,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.758 38.248, -85.73999999999999 38.253)",2019-02-02,weekend,Louisville,1667.239534758474,14,-585.2686253581505,15.222489982335105,409.2472286052489,19.317823,1.4008841686547964,5.043183007157267,73.0,69.0,9.0,4.0,5.0,4.0
507,2019-02-02 08:50:18.624205-05:00,2019-02-02 09:28:06.523051-05:00,2267.898846,38.253,-85.74,38.256,-85.735,305.71,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.253, -85.735 38.256)",2019-02-02,weekend,Louisville,549.4442512882938,14,-581.3757949339005,786.5230505639663,434.5750338636425,3.89283,0.13479878105639284,0.48527561180301426,68.0,83.0,4.0,4.0,3.0,5.0
512,2019-02-02 08:51:07.032053-05:00,2019-02-02 09:43:41.881942-05:00,3154.849889,38.256,-85.744,38.256,-85.763,1914.71,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.256, -85.76300000000001 38.256)",2019-02-02,weekend,Louisville,1659.0049304447612,14,-532.9679470869686,821.881941747595,343.34626085082215,48.407848,0.6069100170743497,2.184876061467659,60.0,99.0,12.0,3.0,3.0,6.0
487,2019-02-02 08:52:13.444028-05:00,2019-02-02 08:57:06.922347-05:00,293.478319,38.256,-85.752,38.255,-85.744,691.87,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.752 38.256, -85.744 38.255)",2019-02-02,weekend,Louisville,707.3280301571922,13,433.4440280639765,229.95850706439364,293.47831912159876,66.411975,2.3574824960068006,8.486936985624482,84.0,83.0,4.0,5.0,3.0,5.0
504,2019-02-02 08:52:40.308917-05:00,2019-02-02 08:58:15.056679-05:00,334.747762,38.255,-85.743,38.261,-85.737,1013.67,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.74299999999999 38.255, -85.73699999999999 38.261)",2019-02-02,weekend,Louisville,848.2732103570994,14,-439.6910832054901,-445.3724093710593,334.7477623396627,26.864889,3.028160648315253,10.901378333934911,83.0,83.0,3.0,5.0,3.0,5.0
489,2019-02-02 08:54:45.337193-05:00,2019-02-02 09:06:59.907013-05:00,734.56982,38.256,-85.751,38.255,-85.743,691.87,2019,2019,2019,2,2,2,2,2,2,13,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.751 38.256, -85.74299999999999 38.255)",2019-02-02,weekend,Louisville,707.3280301582892,13,585.3371934971879,419.90701271300395,370.8574529083137,125.028276,0.9418709851161595,3.3907355464181745,84.0,84.0,4.0,5.0,4.0,5.0
516,2019-02-02 08:57:53.767996-05:00,2019-02-02 09:12:14.633472-05:00,860.865476,38.225,-85.754,38.222,-85.759,868.86,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.754 38.225, -85.759 38.222)",2019-02-02,weekend,Louisville,549.5922058428159,14,-126.23200378779268,734.6334717638788,384.852547145803,56.396034,1.0092866123951754,3.6334318046226315,75.0,74.0,11.0,4.0,10.0,4.0
497,2019-02-02 08:59:08.515363-05:00,2019-02-02 09:03:41.338138-05:00,272.822775,38.219,-85.766,38.226,-85.766,16.09,2019,2019,2019,2,2,2,2,2,2,13,13,Sat,Sat,weekend,weekend,"LINESTRING (-85.76600000000001 38.219, -85.76600000000001 38.226)",2019-02-02,weekend,Louisville,778.3644865112968,13,848.5153629717522,-373.0452594449612,272.8227750555526,74.747367,0.058976014740704845,0.21231365306653743,84.0,84.0,4.0,5.0,4.0,5.0
501,2019-02-02 09:04:42.280426-05:00,2019-02-02 09:23:34.540506-05:00,1132.26008,38.252,-85.75,38.248,-85.734,4135.13,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.75 38.252, -85.73399999999999 38.248)",2019-02-02,weekend,Louisville,1466.2601947979913,14,282.2804262477175,514.5405060421708,15.956915565328666,159.874423,3.6521026158583636,13.147569417090109,83.0,83.0,3.0,5.0,3.0,5.0
518,2019-02-02 09:06:11.174723-05:00,2019-02-02 09:39:35.777385-05:00,2004.602662,38.226,-85.76,38.22,-85.761,627.51,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.76000000000001 38.226, -85.761 38.22)",2019-02-02,weekend,Louisville,672.8642047149884,14,-528.8252772126839,575.7773846718833,201.12851883578668,53.736659,0.31303460376228914,1.126924573544241,62.0,62.0,14.0,3.0,14.0,3.0
506,2019-02-02 09:06:29.372250-05:00,2019-02-02 09:27:06.464779-05:00,1237.092529,38.254,-85.742,38.248,-85.731,3089.28,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.742 38.254, -85.73099999999999 38.248)",2019-02-02,weekend,Louisville,1169.5115890261561,14,389.37224999362206,-173.5352207353809,169.52525142116076,18.197527,2.4972101339074535,8.989956482066832,131.0,131.0,3.0,8.0,3.0,8.0
515,2019-02-02 09:08:20.553221-05:00,2019-02-02 09:30:01.230914-05:00,1300.677693,38.24,-85.724,38.244,-85.731,1721.63,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.724 38.24, -85.73099999999999 38.244)",2019-02-02,weekend,Louisville,756.0115488330367,14,500.55322058462207,1.2309137570956636,232.07373293364904,111.180971,1.3236407522520646,4.7651067081074325,99.0,99.0,3.0,6.0,3.0,6.0
519,2019-02-02 09:12:24.749398-05:00,2019-02-02 10:05:20.209113-05:00,3175.459715,38.256,-85.753,38.255,-85.743,1206.75,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.753 38.256, -85.74299999999999 38.255)",2019-02-02,weekend,Louisville,880.2181812801462,14,-155.2506022735513,-579.790887228382,322.3476468367655,113.678845,0.3800237157157574,1.3680853765767267,90.0,78.0,10.0,5.0,14.0,4.0
530,2019-02-02 09:12:39.374768-05:00,2019-02-02 09:31:50.817059-05:00,1151.442291,38.248,-85.758,38.253,-85.74,2815.75,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.758 38.248, -85.73999999999999 38.253)",2019-02-02,weekend,Louisville,1667.239534758474,14,-140.62523212974725,110.81705939825804,110.36113152553878,14.62537,2.4454113089372362,8.80348071217405,83.0,84.0,3.0,5.0,4.0,5.0
509,2019-02-02 09:12:51.190363-05:00,2019-02-02 09:28:32.822292-05:00,941.631929,38.253,-85.74,38.255,-85.735,643.6,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.253, -85.735 38.255)",2019-02-02,weekend,Louisville,489.96943764071165,14,771.1903627903105,812.822292032904,111.42603797227123,11.815595,0.6834942403487679,2.4605792652555647,131.0,131.0,3.0,8.0,3.0,8.0
532,2019-02-02 09:15:00.202751-05:00,2019-02-02 09:31:07.666779-05:00,967.464028,38.25,-85.763,38.256,-85.759,2574.4,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.25, -85.759 38.256)",2019-02-02,weekend,Louisville,753.0675751291208,14,0.20275070339971535,-832.3332212324163,291.8355828859472,129.012388,2.660977489077248,9.579518960678094,84.0,72.0,4.0,5.0,8.0,4.0
523,2019-02-02 09:15:25.609420-05:00,2019-02-02 09:22:52.426085-05:00,446.816665,38.253,-85.74,38.26,-85.746,1496.37,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.253, -85.746 38.26)",2019-02-02,weekend,Louisville,938.2509382890934,14,25.609419528934723,-427.57391544811605,72.71461428178613,25.406669,3.3489574521576984,12.056246827767714,66.0,66.0,2.0,4.0,2.0,4.0
521,2019-02-02 09:15:35.427733-05:00,2019-02-02 10:07:38.630292-05:00,3123.202559,38.244,-85.753,38.254,-85.758,5760.22,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.753 38.244, -85.758 38.254)",2019-02-02,weekend,Louisville,1194.600436359825,14,35.42773270769021,458.63029172344704,118.7981703493657,9.818313,1.8443312244993586,6.639592408197691,50.0,50.0,2.0,3.0,2.0,3.0
528,2019-02-02 09:15:47.029356-05:00,2019-02-02 09:38:11.649400-05:00,1344.620044,38.244,-85.759,38.221,-85.762,3266.2699999999995,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.759 38.244, -85.762 38.221)",2019-02-02,weekend,Louisville,2570.8718565304985,14,47.029356291566614,-408.35059951451956,363.8070974235849,11.601623,2.4291397518390703,8.744903106620653,82.0,98.0,2.0,5.0,2.0,6.0
533,2019-02-02 09:15:52.360000-05:00,2019-02-02 09:46:22.367672-05:00,1830.007672,38.257,-85.762,38.249,-85.757,1850.35,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.762 38.257, -85.75700000000001 38.249)",2019-02-02,weekend,Louisville,990.9258285656491,14,-847.6400001734489,82.36767161158002,28.715901388682063,5.330644,1.011115979627434,3.6400175266587627,59.0,62.0,11.0,3.0,14.0,3.0
536,2019-02-02 09:16:58.242046-05:00,2019-02-02 09:35:40.113069-05:00,1121.871023,38.257,-85.762,38.249,-85.757,1464.19,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.762 38.257, -85.75700000000001 38.249)",2019-02-02,weekend,Louisville,990.9258285656491,14,-781.7579538930559,-559.886931390208,60.25520011299014,56.274816,1.3051322032408,4.69847593166688,66.0,84.0,2.0,4.0,4.0,5.0
544,2019-02-02 09:17:29.123102-05:00,2019-02-02 09:21:51.270315-05:00,262.147213,38.258,-85.743,38.259,-85.734,1094.12,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.74299999999999 38.258, -85.73399999999999 38.259)",2019-02-02,weekend,Louisville,793.6455784107243,14,-750.8768979050492,-753.1589981616257,262.14721334939514,30.881056,4.173685416979809,15.025267501127312,82.0,98.0,2.0,5.0,2.0,6.0
543,2019-02-02 09:18:07.893908-05:00,2019-02-02 09:37:19.466625-05:00,1151.572717,38.244,-85.757,38.229,-85.76,1850.35,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.244, -85.76000000000001 38.229)",2019-02-02,weekend,Louisville,1688.3790424045837,14,-712.1060924672074,439.4666246634297,435.0994807353823,12.678787,1.6068025689427652,5.784489248193955,83.0,67.0,3.0,5.0,3.0,4.0
539,2019-02-02 09:26:58.195207-05:00,2019-02-02 09:37:18.741168-05:00,620.545961,38.254,-85.752,38.253,-85.738,997.58,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.752 38.254, -85.738 38.253)",2019-02-02,weekend,Louisville,1227.5134416356454,14,-181.8047929927609,-461.25883162014236,395.6608316728256,87.681139,1.6075843897080815,5.7873038029490935,66.0,98.0,2.0,4.0,2.0,6.0
524,2019-02-02 09:27:27.997092-05:00,2019-02-02 10:06:03.778498-05:00,2315.781406,38.246,-85.757,38.256,-85.762,6629.08,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.246, -85.762 38.256)",2019-02-02,weekend,Louisville,1194.5960450214434,14,747.99709192057,363.7784979921296,190.86057413849346,29.801885,2.862567245260972,10.305242082939499,84.0,102.0,4.0,5.0,6.0,6.0
541,2019-02-02 09:29:36.086662-05:00,2019-02-02 09:39:54.202977-05:00,618.116315,38.257,-85.763,38.249,-85.757,1737.72,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.257, -85.75700000000001 38.249)",2019-02-02,weekend,Louisville,1032.3787768496998,14,-23.913338270938425,-305.7970232155112,396.08794064854396,5.731084,2.8113155369471197,10.12073593300963,66.0,99.0,2.0,4.0,3.0,6.0
527,2019-02-02 09:29:39.413751-05:00,2019-02-02 09:58:49.280931-05:00,1749.86718,38.242,-85.757,38.253,-85.744,4666.099999999999,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.242, -85.744 38.253)",2019-02-02,weekend,Louisville,1668.7884102282735,14,879.4137506686161,829.2809314354274,423.3298000248043,3.327089,2.6665452403078955,9.599562865108425,88.0,75.0,8.0,5.0,11.0,4.0
546,2019-02-02 09:31:47.129866-05:00,2019-02-02 09:53:34.270622-05:00,1307.140756,38.258,-85.763,38.249,-85.757,1625.09,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.258, -85.75700000000001 38.249)",2019-02-02,weekend,Louisville,1129.5996903796263,14,107.12986602095657,514.2706217408263,42.99169074728399,127.716115,1.2432402497899009,4.475664899243643,82.0,82.0,2.0,5.0,2.0,5.0
548,2019-02-02 09:32:20.439795-05:00,2019-02-02 09:53:04.093382-05:00,1243.653587,38.236,-85.716,38.234,-85.713,2687.03,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.71599999999999 38.236, -85.71299999999999 38.234)",2019-02-02,weekend,Louisville,343.6767902142755,14,140.43979487228944,-415.9066181517377,247.82728304981026,33.309929,2.1605936155274406,7.778137015898786,84.0,99.0,4.0,5.0,3.0,6.0
551,2019-02-02 09:34:16.143781-05:00,2019-02-02 09:48:19.658668-05:00,843.514887,38.212,-85.764,38.222,-85.767,4135.13,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.764 38.212, -85.767 38.222)",2019-02-02,weekend,Louisville,1142.4192078423673,14,-643.8562192986091,-700.3413318199027,221.25556820787784,115.703986,4.902260841781682,17.648139030414054,82.0,83.0,2.0,5.0,3.0,5.0
558,2019-02-02 09:38:05.053316-05:00,2019-02-02 10:11:19.219757-05:00,1994.166441,38.21,-85.765,38.22,-85.768,3716.79,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.765 38.21, -85.768 38.22)",2019-02-02,weekend,Louisville,1142.4208604564992,14,-414.9466838123661,679.2197565727254,221.96146473142457,27.093327,1.863831385175737,6.709792986632654,84.0,67.0,4.0,5.0,3.0,4.0
560,2019-02-02 09:40:00.243078-05:00,2019-02-02 10:25:17.215734-05:00,2716.972656,38.221,-85.759,38.244,-85.759,2912.29,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.759 38.221, -85.759 38.244)",2019-02-02,weekend,Louisville,2557.4833128252576,14,-299.75692155744343,617.215733541494,342.3204066492523,115.189762,1.0718878578217093,3.8587962881581532,131.0,83.0,3.0,8.0,3.0,5.0
534,2019-02-02 09:40:11.863110-05:00,2019-02-02 09:59:14.143630-05:00,1142.28052,38.257,-85.763,38.249,-85.757,1705.5400000000002,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.257, -85.75700000000001 38.249)",2019-02-02,weekend,Louisville,1032.3787768496998,14,611.8631101839662,854.1436295094645,284.3803935540759,11.620032,1.493100836561583,5.375163011621699,51.0,99.0,3.0,3.0,3.0,6.0
537,2019-02-02 09:43:32.621782-05:00,2019-02-02 09:58:35.619315-05:00,902.997533,38.236,-85.716,38.234,-85.713,2944.4700000000003,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.71599999999999 38.236, -85.71299999999999 38.234)",2019-02-02,weekend,Louisville,343.6767902142755,14,812.6217824236505,-84.38068497246798,232.8588008408652,44.959181,3.260773028047686,11.73878290097167,68.0,82.0,4.0,4.0,2.0,5.0
